"no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_special_requests","booking_status","avg_price_per_room"
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",85,2018,2,"Online",0,0,0,"Canceled",87
2,0,2,3,"Not Selected",0,"Room_Type 1",308,2018,12,"Online",0,0,0,"Canceled",71.91
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",18,2018,9,"Online",0,0,1,"Not_Canceled",139
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",17,2017,10,"Online",0,0,0,"Not_Canceled",97.02
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",22,2017,11,"Corporate",0,0,0,"Not_Canceled",62
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",148,2017,9,"Online",0,0,1,"Not_Canceled",93.5
3,0,2,1,"Meal Plan 1",1,"Room_Type 4",23,2018,8,"Online",0,0,2,"Not_Canceled",200
2,2,1,4,"Meal Plan 1",0,"Room_Type 6",26,2018,4,"Online",0,0,0,"Canceled",197.78
1,0,0,1,"Meal Plan 2",0,"Room_Type 1",0,2018,3,"Offline",0,0,1,"Not_Canceled",76.5
2,0,1,1,"Not Selected",0,"Room_Type 1",3,2018,7,"Online",0,0,1,"Not_Canceled",101.68
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",31,2018,9,"Online",0,0,0,"Not_Canceled",126
3,0,0,4,"Meal Plan 1",0,"Room_Type 4",114,2018,6,"Online",0,0,0,"Not_Canceled",150.45
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",127,2018,6,"Online",0,0,2,"Not_Canceled",128.88
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",206,2018,10,"Online",0,0,1,"Canceled",102.85
1,0,1,3,"Meal Plan 1",0,"Room_Type 4",81,2018,10,"Online",0,0,0,"Canceled",119.07
2,1,0,2,"Meal Plan 1",0,"Room_Type 5",178,2018,8,"Offline",0,0,0,"Canceled",117.6
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",11,2017,10,"Offline",0,0,0,"Not_Canceled",88.5
3,0,2,2,"Meal Plan 1",0,"Room_Type 1",25,2018,3,"Online",0,0,2,"Not_Canceled",172
2,0,0,1,"Not Selected",0,"Room_Type 1",46,2018,8,"Online",0,0,2,"Not_Canceled",125.1
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",55,2018,9,"Online",0,0,0,"Canceled",149.4
1,0,1,0,"Meal Plan 1",0,"Room_Type 1",36,2018,10,"Online",0,0,1,"Canceled",107.1
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",166,2018,8,"Online",0,0,1,"Canceled",127.8
1,0,2,2,"Meal Plan 1",0,"Room_Type 2",32,2018,9,"Online",0,0,2,"Not_Canceled",124.25
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",109,2018,8,"Online",0,0,1,"Not_Canceled",143.7
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",46,2018,10,"Offline",0,0,0,"Not_Canceled",85.5
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,"Offline",0,0,0,"Not_Canceled",101.5
3,0,0,2,"Meal Plan 1",0,"Room_Type 4",94,2018,4,"Online",0,0,1,"Not_Canceled",144
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",72,2017,9,"Offline",0,0,0,"Not_Canceled",108
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",162,2017,9,"Offline",0,0,1,"Not_Canceled",70
1,1,1,0,"Meal Plan 1",0,"Room_Type 1",39,2018,8,"Online",0,0,1,"Canceled",144.9
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",3,2018,4,"Offline",0,0,1,"Not_Canceled",47.5
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",103,2018,3,"Offline",0,0,1,"Not_Canceled",58
2,0,1,3,"Not Selected",0,"Room_Type 1",161,2018,10,"Offline",0,0,0,"Not_Canceled",59.5
2,0,0,2,"Not Selected",0,"Room_Type 1",73,2018,5,"Online",0,0,0,"Canceled",116.1
2,0,0,2,"Not Selected",0,"Room_Type 1",212,2018,11,"Online",0,0,1,"Canceled",67.5
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Complementary",1,0,1,"Not_Canceled",0
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",229,2018,8,"Online",0,0,1,"Not_Canceled",96.3
2,0,1,4,"Meal Plan 1",0,"Room_Type 1",277,2018,9,"Online",0,0,0,"Canceled",100.3
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,2,"Corporate",0,0,0,"Not_Canceled",67
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",3,2018,9,"Offline",0,0,0,"Not_Canceled",135.15
1,0,1,0,"Meal Plan 1",0,"Room_Type 1",54,2017,10,"Corporate",0,0,0,"Not_Canceled",65
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",57,2018,6,"Offline",0,0,1,"Not_Canceled",90.67
1,0,2,3,"Meal Plan 1",0,"Room_Type 1",269,2018,12,"Offline",0,0,0,"Not_Canceled",70
2,0,2,3,"Meal Plan 1",0,"Room_Type 2",26,2017,11,"Online",0,0,0,"Not_Canceled",85
2,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,9,"Online",0,0,0,"Not_Canceled",96.67
2,0,2,2,"Not Selected",0,"Room_Type 1",75,2018,12,"Online",0,0,1,"Not_Canceled",74.8
2,0,1,0,"Not Selected",0,"Room_Type 1",59,2018,10,"Online",0,0,1,"Canceled",108
2,1,1,0,"Meal Plan 1",0,"Room_Type 2",14,2018,9,"Complementary",1,0,1,"Not_Canceled",0
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",31,2018,2,"Online",0,0,1,"Not_Canceled",80.3
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",43,2018,4,"Online",0,0,1,"Not_Canceled",117.9
1,0,0,1,"Not Selected",0,"Room_Type 1",36,2018,9,"Online",0,0,1,"Not_Canceled",72.07
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",113,2018,5,"Corporate",0,0,0,"Canceled",100
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2018,3,"Online",0,0,0,"Canceled",101
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,"Offline",0,0,0,"Canceled",110
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,1,"Corporate",1,0,0,"Not_Canceled",76
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",70,2018,6,"Offline",0,0,0,"Not_Canceled",100
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,2018,5,"Online",0,0,1,"Not_Canceled",119.33
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,"Offline",0,0,0,"Not_Canceled",120
2,0,0,3,"Meal Plan 1",1,"Room_Type 1",9,2017,12,"Online",0,0,0,"Not_Canceled",96
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",242,2018,9,"Online",0,0,0,"Canceled",100.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",97,2018,4,"Online",0,0,2,"Not_Canceled",96.3
2,0,0,1,"Not Selected",0,"Room_Type 1",82,2018,9,"Online",0,0,0,"Canceled",125.1
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",208,2018,7,"Online",0,0,0,"Canceled",90.95
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,"Offline",0,0,0,"Canceled",130
3,0,2,3,"Meal Plan 1",0,"Room_Type 4",35,2018,9,"Online",0,0,2,"Not_Canceled",156.24
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",36,2018,4,"Online",0,0,1,"Not_Canceled",81.08
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",18,2018,11,"Online",0,0,0,"Not_Canceled",154
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",22,2017,10,"Offline",0,0,0,"Not_Canceled",75
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",17,2018,9,"Online",0,0,2,"Not_Canceled",158
3,0,1,2,"Meal Plan 1",0,"Room_Type 1",159,2018,8,"Online",0,0,0,"Canceled",143.7
2,0,2,2,"Not Selected",0,"Room_Type 1",208,2018,7,"Online",0,0,0,"Canceled",80.75
2,0,1,1,"Meal Plan 1",0,"Room_Type 4",5,2018,4,"Online",0,0,1,"Not_Canceled",131
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",86,2018,4,"Offline",0,0,1,"Not_Canceled",80.75
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,"Offline",0,0,0,"Not_Canceled",100
2,0,0,5,"Meal Plan 1",0,"Room_Type 1",63,2017,10,"Online",0,0,3,"Not_Canceled",72.25
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",81,2018,3,"Online",0,0,1,"Canceled",99.45
3,0,1,3,"Meal Plan 1",0,"Room_Type 4",281,2018,10,"Online",0,0,0,"Canceled",126.3
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",0,2018,6,"Complementary",1,0,3,"Not_Canceled",0
2,0,2,4,"Meal Plan 1",0,"Room_Type 4",33,2018,4,"Online",0,0,1,"Not_Canceled",135.9
2,0,2,1,"Meal Plan 1",0,"Room_Type 4",135,2018,10,"Offline",0,0,0,"Not_Canceled",78.65
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",256,2017,9,"Offline",0,0,0,"Not_Canceled",76.67
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,"Offline",0,0,0,"Canceled",130
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",270,2018,4,"Offline",0,0,0,"Not_Canceled",80
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",50,2018,6,"Online",0,0,1,"Not_Canceled",76.92
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",64,2018,5,"Corporate",0,0,0,"Not_Canceled",130
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,"Offline",0,0,0,"Not_Canceled",104
2,1,2,3,"Meal Plan 1",0,"Room_Type 1",31,2018,6,"Online",0,0,2,"Not_Canceled",126.9
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",154,2018,6,"Online",0,0,1,"Not_Canceled",90.95
2,0,0,2,"Meal Plan 1",0,"Room_Type 5",7,2018,9,"Offline",0,0,0,"Not_Canceled",176
1,0,0,2,"Meal Plan 2",0,"Room_Type 1",56,2017,9,"Offline",0,0,0,"Not_Canceled",58
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,2018,3,"Offline",0,0,0,"Not_Canceled",62
2,0,0,3,"Meal Plan 2",0,"Room_Type 1",34,2017,9,"Offline",0,0,0,"Canceled",224.67
2,0,2,5,"Meal Plan 1",0,"Room_Type 4",39,2018,4,"Online",0,0,1,"Not_Canceled",117.98
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",174,2017,10,"Offline",0,0,0,"Canceled",70
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",72,2017,11,"Online",0,0,1,"Canceled",72.25
2,0,2,1,"Not Selected",0,"Room_Type 1",95,2018,4,"Online",0,0,0,"Not_Canceled",76.5
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",23,2017,9,"Offline",0,0,0,"Not_Canceled",54.75
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",134,2018,8,"Online",0,0,0,"Canceled",109.8
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",86,2018,8,"Online",0,0,0,"Not_Canceled",117.9
2,1,0,2,"Meal Plan 1",0,"Room_Type 1",62,2018,12,"Online",0,0,2,"Not_Canceled",118.8
3,0,2,2,"Meal Plan 1",0,"Room_Type 1",210,2018,10,"Offline",0,0,0,"Canceled",105.4
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",4,2018,12,"Offline",0,0,0,"Not_Canceled",70
2,0,2,2,"Meal Plan 1",1,"Room_Type 4",8,2018,10,"Online",0,0,2,"Not_Canceled",179
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",27,2018,8,"Online",0,0,1,"Canceled",151
2,0,0,4,"Not Selected",0,"Room_Type 1",89,2018,11,"Online",0,0,0,"Canceled",57.6
2,0,0,1,"Not Selected",0,"Room_Type 1",72,2018,3,"Online",0,0,0,"Canceled",67.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",36,2018,5,"Online",0,0,2,"Not_Canceled",126.9
2,0,1,1,"Meal Plan 1",0,"Room_Type 4",33,2018,2,"Online",0,0,0,"Not_Canceled",106.4
2,0,1,2,"Meal Plan 2",0,"Room_Type 1",57,2018,11,"Online",0,0,0,"Canceled",127.8
2,0,1,1,"Meal Plan 1",0,"Room_Type 4",267,2018,10,"Online",0,0,0,"Canceled",115.2
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",148,2018,8,"Online",0,0,0,"Canceled",114.3
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",117,2018,5,"Online",0,0,2,"Not_Canceled",126.31
3,0,2,4,"Meal Plan 1",0,"Room_Type 4",39,2018,11,"Online",0,0,0,"Canceled",124.67
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",18,2018,12,"Offline",0,0,1,"Not_Canceled",75
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",17,2018,7,"Online",0,0,1,"Canceled",166
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",35,2018,12,"Online",0,0,0,"Canceled",93.6
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",4,2018,7,"Online",0,0,1,"Not_Canceled",141
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",218,2018,8,"Online",0,0,1,"Canceled",99.95
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",11,2017,8,"Online",0,0,1,"Not_Canceled",90
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",30,2018,6,"Offline",0,0,0,"Not_Canceled",140
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",51,2018,9,"Online",0,0,1,"Canceled",123.3
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",6,2017,12,"Corporate",1,2,0,"Not_Canceled",65
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",0,2018,2,"Corporate",1,0,0,"Not_Canceled",65
2,0,2,1,"Not Selected",0,"Room_Type 1",8,2017,12,"Online",0,0,1,"Not_Canceled",77.92
2,1,0,5,"Meal Plan 1",0,"Room_Type 1",75,2018,10,"Online",0,0,0,"Canceled",135
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",305,2018,11,"Offline",0,0,0,"Canceled",89
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",81,2018,3,"Online",0,0,1,"Not_Canceled",75.95
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",1,2017,9,"Online",0,0,0,"Not_Canceled",0
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,2018,2,"Online",0,0,0,"Not_Canceled",85
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",21,2018,11,"Online",0,0,1,"Canceled",102
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",123,2018,5,"Online",0,0,0,"Not_Canceled",105.3
2,0,3,5,"Meal Plan 1",0,"Room_Type 4",5,2018,4,"Online",0,0,0,"Canceled",126.75
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",59,2018,9,"Online",0,0,0,"Canceled",168.3
2,0,0,1,"Not Selected",0,"Room_Type 1",4,2018,12,"Online",0,0,0,"Not_Canceled",88
2,0,0,1,"Meal Plan 1",1,"Room_Type 4",2,2018,5,"Online",0,0,0,"Not_Canceled",167
2,0,1,3,"Not Selected",0,"Room_Type 1",33,2018,12,"Online",0,0,3,"Not_Canceled",57.6
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",151,2018,1,"Offline",0,0,0,"Not_Canceled",71
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,2017,10,"Online",0,0,1,"Not_Canceled",90.56
2,0,0,3,"Not Selected",0,"Room_Type 1",41,2018,12,"Online",0,0,0,"Not_Canceled",66.88
1,0,1,4,"Meal Plan 1",0,"Room_Type 1",38,2018,12,"Online",0,0,1,"Not_Canceled",120.7
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",119,2018,4,"Online",0,0,0,"Canceled",90.9
3,0,0,3,"Meal Plan 1",0,"Room_Type 1",62,2017,10,"Online",0,0,1,"Not_Canceled",95.67
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,7,"Online",0,0,0,"Not_Canceled",151
2,1,1,1,"Meal Plan 1",0,"Room_Type 2",180,2018,7,"Online",0,0,0,"Canceled",112.5
1,0,0,3,"Meal Plan 1",0,"Room_Type 4",28,2018,6,"Online",0,0,1,"Not_Canceled",108.42
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",191,2018,5,"Offline",0,0,1,"Not_Canceled",80.75
1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,2018,7,"Offline",0,0,0,"Canceled",110
1,0,2,1,"Not Selected",0,"Room_Type 1",67,2018,2,"Online",0,0,0,"Not_Canceled",48.51
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",43,2018,9,"Online",0,0,2,"Not_Canceled",123.3
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",221,2018,8,"Offline",0,0,0,"Canceled",80
2,0,0,5,"Not Selected",0,"Room_Type 1",239,2018,6,"Online",0,0,2,"Canceled",80.75
1,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,2018,9,"Online",0,0,2,"Not_Canceled",139.5
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",57,2018,10,"Online",0,0,2,"Not_Canceled",116.1
2,0,0,2,"Meal Plan 1",0,"Room_Type 2",47,2017,11,"Online",0,0,2,"Not_Canceled",105.5
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",22,2018,12,"Online",0,0,1,"Not_Canceled",90.78
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",6,2018,12,"Online",0,0,1,"Not_Canceled",88.4
3,0,0,2,"Meal Plan 1",0,"Room_Type 4",185,2018,10,"Online",0,0,2,"Canceled",128.7
2,0,1,5,"Meal Plan 1",0,"Room_Type 4",92,2018,4,"Online",0,0,0,"Canceled",99.45
3,0,0,3,"Meal Plan 1",0,"Room_Type 4",81,2018,7,"Online",0,0,2,"Not_Canceled",139.5
2,0,1,0,"Meal Plan 1",1,"Room_Type 2",6,2017,12,"Online",0,0,0,"Not_Canceled",96.25
3,0,0,3,"Meal Plan 1",0,"Room_Type 6",101,2018,5,"Online",0,0,2,"Not_Canceled",198.9
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",219,2017,9,"Offline",0,0,0,"Not_Canceled",76.67
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",115,2018,4,"Online",0,0,2,"Not_Canceled",70.03
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",119,2018,6,"Offline",0,0,0,"Not_Canceled",120
1,0,0,1,"Meal Plan 1",1,"Room_Type 1",4,2018,6,"Corporate",1,0,1,"Not_Canceled",98
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",45,2017,10,"Online",0,0,1,"Not_Canceled",94.5
2,0,2,1,"Meal Plan 1",0,"Room_Type 4",2,2017,9,"Offline",0,0,0,"Not_Canceled",75
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",11,2018,3,"Offline",0,0,0,"Not_Canceled",74.8
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",239,2018,6,"Offline",0,0,0,"Canceled",112.2
3,0,3,8,"Meal Plan 1",0,"Room_Type 4",190,2018,12,"Online",0,0,0,"Not_Canceled",117.45
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",51,2018,8,"Online",0,0,1,"Canceled",109.8
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",40,2017,10,"Offline",0,0,0,"Not_Canceled",70
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",91,2018,7,"Online",0,0,1,"Not_Canceled",109.8
1,0,1,2,"Not Selected",0,"Room_Type 1",100,2018,4,"Online",0,0,0,"Not_Canceled",80.1
2,0,2,1,"Not Selected",0,"Room_Type 1",27,2018,10,"Online",0,0,1,"Not_Canceled",110
3,0,0,2,"Meal Plan 1",0,"Room_Type 4",62,2018,11,"Online",0,0,3,"Not_Canceled",126
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",70,2017,9,"Online",0,0,2,"Not_Canceled",62.18
1,0,0,1,"Meal Plan 1",0,"Room_Type 4",10,2018,9,"Aviation",0,0,0,"Canceled",110
2,0,2,4,"Meal Plan 1",0,"Room_Type 1",122,2018,9,"Offline",0,0,0,"Not_Canceled",80.75
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",192,2017,8,"Online",0,0,2,"Not_Canceled",76.5
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Online",0,0,0,"Not_Canceled",133
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",10,2018,12,"Online",0,0,1,"Not_Canceled",89.89
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",157,2018,5,"Online",0,0,0,"Canceled",127
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",11,2018,2,"Offline",0,0,0,"Not_Canceled",87
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",72,2018,9,"Offline",0,0,0,"Not_Canceled",95
2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,"Offline",0,0,1,"Canceled",115
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",28,2018,2,"Offline",0,0,0,"Not_Canceled",57
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",377,2018,10,"Offline",0,0,1,"Canceled",115
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",17,2017,10,"Online",0,0,2,"Not_Canceled",113.33
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",57,2018,12,"Online",0,0,1,"Not_Canceled",88.4
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",90,2018,8,"Online",0,0,1,"Not_Canceled",117.9
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,"Offline",0,0,0,"Not_Canceled",101.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",56,2018,6,"Online",0,0,1,"Not_Canceled",140.4
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",433,2018,9,"Offline",0,0,0,"Canceled",70
2,1,0,1,"Meal Plan 1",0,"Room_Type 1",37,2018,3,"Online",0,0,1,"Canceled",143.1
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",42,2018,4,"Online",0,0,0,"Not_Canceled",117.9
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,"Offline",0,0,0,"Not_Canceled",120
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",12,2018,8,"Online",0,0,1,"Not_Canceled",156
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",19,2018,11,"Online",0,0,0,"Canceled",150
2,1,2,3,"Meal Plan 1",0,"Room_Type 4",23,2018,12,"Online",0,0,3,"Not_Canceled",119.36
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",161,2018,7,"Online",0,0,1,"Canceled",101.15
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",237,2018,9,"Online",0,0,2,"Not_Canceled",87.67
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,"Offline",0,0,0,"Not_Canceled",95
3,0,0,4,"Meal Plan 1",0,"Room_Type 4",102,2018,8,"Online",0,0,0,"Canceled",150.3
2,2,0,1,"Meal Plan 1",0,"Room_Type 6",13,2018,7,"Online",0,0,3,"Not_Canceled",231
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",16,2018,11,"Offline",0,0,0,"Not_Canceled",75
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",81,2017,10,"Online",0,0,2,"Not_Canceled",89.25
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",301,2018,11,"Offline",0,0,0,"Canceled",52
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",189,2018,8,"Offline",0,0,0,"Not_Canceled",72.25
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",17,2018,3,"Offline",0,0,0,"Not_Canceled",80
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,10,"Corporate",0,0,0,"Canceled",110
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",163,2018,6,"Offline",0,0,0,"Canceled",100
2,0,2,1,"Not Selected",0,"Room_Type 1",15,2018,3,"Online",0,0,0,"Not_Canceled",84.33
1,0,0,1,"Meal Plan 2",0,"Room_Type 1",62,2018,9,"Offline",0,0,0,"Not_Canceled",75
1,0,0,2,"Meal Plan 2",0,"Room_Type 1",265,2018,6,"Offline",0,0,0,"Not_Canceled",87
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",174,2018,9,"Offline",0,0,0,"Not_Canceled",95.67
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",136,2018,7,"Online",0,0,0,"Canceled",93.08
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,2018,6,"Offline",0,0,1,"Not_Canceled",130
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",17,2018,3,"Corporate",0,0,1,"Not_Canceled",80
2,2,1,2,"Meal Plan 1",0,"Room_Type 7",52,2018,10,"Online",0,0,1,"Not_Canceled",192.59
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",92,2018,7,"Online",0,0,0,"Canceled",121.8
2,0,2,3,"Meal Plan 1",0,"Room_Type 4",105,2018,7,"Online",0,0,1,"Not_Canceled",120.6
2,0,0,2,"Not Selected",0,"Room_Type 1",35,2018,2,"Online",0,0,0,"Canceled",67.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",2,2017,12,"Online",0,0,1,"Not_Canceled",66.99
2,0,2,7,"Meal Plan 2",0,"Room_Type 1",156,2018,8,"Online",0,0,1,"Canceled",134.58
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",211,2018,5,"Offline",0,0,0,"Canceled",100
3,0,0,1,"Meal Plan 1",0,"Room_Type 1",139,2018,7,"Online",0,0,0,"Not_Canceled",137.7
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",42,2018,11,"Offline",0,0,0,"Not_Canceled",72
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",67,2018,4,"Online",0,0,1,"Not_Canceled",99.45
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",103,2018,4,"Offline",0,0,0,"Canceled",115
2,0,2,2,"Meal Plan 1",0,"Room_Type 4",74,2018,5,"Online",0,0,1,"Not_Canceled",132.6
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",73,2018,4,"Online",0,0,0,"Not_Canceled",91.36
1,0,1,0,"Meal Plan 1",0,"Room_Type 4",0,2018,1,"Online",0,0,1,"Not_Canceled",108
2,0,2,3,"Not Selected",0,"Room_Type 1",72,2018,3,"Online",0,0,0,"Canceled",63.75
2,0,2,6,"Meal Plan 1",0,"Room_Type 1",156,2018,8,"Online",0,0,1,"Canceled",106.89
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",90,2018,3,"Online",0,0,0,"Not_Canceled",96.3
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",31,2018,2,"Online",0,0,0,"Not_Canceled",80.3
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",32,2018,12,"Online",0,0,0,"Canceled",104
